exec_time,total
1.824000,
9.693000,
1.707000,
1.832000,
9.371000,
1.773000,
9.458000,
1.813000,
1.608000,
9.754000,
1.826000,
9.450000,
1.800000,
9.457000,
1.705000,
9.441000,
1.753000,
1.349000,
9.770000,
1.977000,
9.303000,
1.622000,
9.667000,
1.768000,
1.740000,
9.524000,
1.674000,
9.469000,
1.892000,
9.773000,
1.526000,
1.597000,
9.961000,
1.739000,
9.677000,
1.742000,
1.706000,
9.623000,
1.641000,
9.842000,
1.538000,
2.093000,
9.318000,
1.853000,
9.648000,
1.724000,
1.861000,
9.673000,
1.964000,
1.779000,
9.718000,
1.780000,
9.564000,
1.511000,
1.767000,
10.001000,
1.500000,
9.915000,
9.601000,
1.759000,
9.530000,
1.443000,
9.605000,
1.729000,
1.730000,
9.746000,
1.296000,
9.775000,
1.635000,
1.279000,
9.779000,
1.866000,
9.603000,
1.799000,
1.358000,
9.628000,
1.592000,
9.392000,
1.338000,
9.694000,
1.782000,
1.770000,
9.845000,
1.810000,
1.823000,
9.715000,
1.548000,
9.758000,
1.501000,
1.691000,
1.413000,
1.821000,
9.421000,
1.710000,
9.662000,
9.810000,
1.529000,
9.971000,
1.534000,
1.847000,
1.216000,
1.348000,
9.738000,
1.861000,
9.552000,
1.541000,
1.726000,
9.807000,
1.681000,
9.784000,
1.463000,
1.934000,
9.632000,
1.775000,
1.640000,
9.699000,
1.509000,
9.537000,
1.735000,
9.637000,
9.709000,
1.791000,
9.587000,
1.866000,
1.777000,
9.777000,
1.522000,
9.756000,
1.785000,
1.819000,
9.736000,
1.523000,
1.676000,
9.545000,
1.591000,
9.670000,
1.867000,
1.565000,
9.676000,
1.745000,
10.021000,
9.833000,
1.672000,
9.588000,
1.554000,
9.495000,
1.443000,
1.776000,
9.918000,
1.531000,
9.486000,
1.610000,
1.630000,
9.909000,
1.400000,
9.654000,
1.916000,
1.637000,
9.811000,
1.867000,
1.781000,
9.735000,
1.886000,
9.730000,
10.181000,
1.983000,
10.165000,
9.941000,
1.902000,
9.673000,
1.882000,
1.652000,
9.755000,
1.826000,
9.698000,
1.608000,
1.709000,
9.539000,
1.613000,
9.786000,
1.879000,
1.608000,
9.907000,
2.047000,
1.723000,
9.600000,
2.178000,
9.769000,
9.720000,
1.530000,
9.953000,
2.068000,
2.019000,
10.149000,
9.724000,
1.500000,
9.621000,
1.586000,
1.635000,
9.680000,
1.740000,
9.770000,
1.743000,
9.737000,
10.019000,
1.890000,
9.592000,
1.906000,
1.538000,
1.410000,
1.692000,
9.773000,
1.965000,
9.863000,
1.299000,
1.689000,
9.533000,
1.544000,
9.549000,
1.585000,
9.470000,
1.497000,
9.881000,
1.524000,
9.582000,
1.608000,
1.901000,
9.608000,
1.243000,
9.712000,
1.307000,
10.001000,
1.723000,
1.220000,
1.791000,
1.543000,
9.635000,
1.180000,
1.424000,
1.499000,
9.704000,
1.482000,
9.805000,
1.593000,
9.352000,
1.678000,
9.626000,
1.828000,
1.338000,
10.040000,
1.439000,
9.381000,
1.660000,
9.632000,
1.740000,
9.809000,
10.212000,
1.358000,
9.433000,
1.691000,
9.674000,
1.652000,
1.890000,
9.579000,
1.583000,
9.557000,
1.258000,
9.522000,
1.895000,
9.544000,
1.601000,
1.570000,
1.608000,
1.495000,
9.715000,
1.896000,
9.498000,
1.594000,
9.710000,
1.804000,
1.524000,
9.646000,
1.495000,
9.467000,
1.884000,
9.662000,
1.523000,
9.734000,
1.577000,
1.550000,
9.816000,
1.758000,
9.427000,
1.609000,
9.563000,
1.636000,
9.793000,
1.888000,
1.779000,
9.659000,
1.535000,
9.769000,
1.337000,
9.837000,
1.501000,
1.444000,
1.514000,
2.012000,
9.738000,
1.523000,
9.225000,
1.652000,
9.803000,
1.914000,
2.031000,
9.747000,
1.541000,
9.497000,
1.612000,
9.547000,
1.802000,
1.572000,
9.502000,
1.729000,
9.410000,
1.446000,
9.356000,
1.829000,
9.739000,
1.587000,
9.613000,
1.447000,
1.770000,
9.641000,
1.614000,
9.424000,
1.707000,
9.790000,
1.642000,
9.562000,
10.017000,
1.747000,
9.746000,
1.469000,
9.455000,
1.697000,
9.542000,
1.763000,
1.641000,
9.655000,
1.725000,
9.488000,
1.486000,
9.393000,
1.539000,
9.420000,
1.698000,
9.527000,
1.439000,
9.629000,
1.579000,
1.478000,
9.601000,
1.916000,
9.919000,
1.644000,
9.575000,
1.424000,
1.615000,
1.364000,
1.456000,
9.763000,
1.465000,
9.769000,
1.858000,
9.983000,
1.600000,
1.442000,
9.688000,
1.662000,
9.724000,
1.831000,
9.988000,
9.995000,
1.761000,
9.901000,
1.792000,
2.006000,
9.729000,
1.676000,
9.984000,
9.929000,
1.733000,
9.578000,
1.542000,
9.758000,
1.377000,
9.413000,
1.672000,
1.499000,
1.558000,
1.900000,
9.489000,
1.829000,
9.535000,
2.102000,
1.832000,
9.703000,
1.675000,
9.598000,
1.506000,
9.626000,
1.446000,
1.539000,
1.562000,
1.649000,
9.643000,
1.323000,
9.796000,
1.704000,
9.276000,
1.369000,
9.438000,
1.703000,
9.381000,
1.587000,
9.863000,
1.727000,
1.471000,
9.708000,
1.742000,
9.499000,
1.634000,
9.945000,
1.404000,
1.562000,
1.671000,
1.755000,
9.544000,
1.626000,
9.852000,
1.468000,
9.662000,
1.742000,
1.468000,
1.653000,
1.411000,
9.509000,
1.707000,
9.811000,
1.606000,
1.976000,
9.606000,
1.460000,
9.665000,
1.964000,
9.664000,
1.848000,
1.786000,
9.497000,
1.927000,
9.428000,
1.947000,
1.774000,
9.863000,
1.685000,
9.619000,
1.583000,
9.836000,
1.340000,
1.644000,
9.650000,
1.497000,
9.921000,
1.504000,
9.484000,
1.638000,
9.791000,
9.840000,
1.388000,
9.570000,
1.490000,
9.329000,
1.645000,
9.567000,
1.614000,
9.220000,
1.473000,
9.945000,
1.451000,
1.679000,
1.338000,
1.547000,
9.840000,
1.375000,
9.536000,
1.601000,
9.288000,
1.724000,
9.488000,
1.559000,
9.637000,
1.743000,
1.618000,
1.413000,
1.356000,
1.570000,
1.397000,
1.387000,
1.276000,
1.790000,
1.590000,
9.565000,
1.346000,
9.663000,
1.493000,
9.418000,
1.534000,
9.647000,
1.473000,
9.666000,
1.873000,
9.503000,
1.451000,
1.588000,
1.472000,
1.580000,
9.802000,
1.492000,
9.525000,
1.772000,
9.497000,
1.419000,
9.482000,
1.378000,
9.588000,
1.611000,
9.521000,
1.456000,
9.697000,
1.534000,
1.339000,
1.427000,
1.556000,
9.534000,
1.625000,
9.780000,
10.095000,
1.667000,
9.516000,
1.640000,
9.892000,
1.582000,
1.830000,
9.708000,
1.998000,
2.081000,
9.918000,
1.541000,
1.439000,
1.605000,
1.449000,
9.725000,
1.717000,
9.448000,
1.769000,
9.505000,
1.953000,
1.667000,
9.622000,
1.517000,
9.582000,
2.089000,
9.338000,
1.578000,
9.582000,
1.714000,
1.652000,
1.405000,
1.679000,
9.528000,
1.388000,
9.686000,
1.543000,
9.521000,
1.289000,
9.502000,
1.483000,
9.614000,
1.493000,
1.539000,
1.481000,
1.598000,
9.706000,
1.571000,
9.703000,
1.527000,
9.349000,
1.664000,
1.618000,
9.476000,
1.736000,
9.820000,
1.359000,
9.691000,
1.560000,
1.437000,
10.108000,
1.337000,
9.517000,
1.626000,
9.557000,
1.360000,
1.884000,
9.464000,
1.546000,
9.486000,
1.710000,
9.332000,
1.672000,
9.534000,
1.605000,
1.647000,
9.491000,
1.618000,
9.596000,
2.010000,
9.593000,
1.542000,
1.969000,
9.741000,
1.455000,
9.568000,
1.459000,
1.984000,
9.800000,
1.655000,
9.606000,
1.853000,
1.573000,
9.636000,
1.518000,
9.720000,
1.381000,
9.636000,
1.763000,
