exec_time,total
3.888000
3.923000
3.600000
4.136000
3.737000
4.408000
4.038000
3.700000
4.121000
4.127000
3.880000
4.074000
4.979000
5.131000
4.356000
4.170000
3.669000
4.042000
3.092000
3.450000
4.165000
3.321000
4.260000
4.112000
4.278000
3.396000
3.419000
3.823000
3.769000
3.949000
4.360000
4.768000
5.103000
4.478000
4.841000
4.616000
4.964000
4.346000
4.320000
4.778000
4.816000
4.794000
4.351000
4.415000
5.028000
3.560000
3.748000
4.567000
4.074000
4.208000
5.130000
4.422000
5.331000
4.565000
6.138000
5.227000
4.712000
4.668000
4.354000
4.470000
4.945000
5.213000
5.150000
5.138000
5.191000
5.167000
4.043000
5.433000
5.091000
3.823000
4.111000
4.343000
4.955000
3.861000
4.406000
5.236000
4.749000
4.230000
4.936000
4.722000
4.218000
4.612000
5.533000
4.061000
4.465000
4.846000
4.808000
4.317000
4.618000
5.002000
4.085000
4.611000
5.035000
4.114000
4.585000
3.868000
4.207000
4.508000
4.567000
4.086000
4.894000
4.192000
3.866000
4.618000
5.278000
4.428000
4.547000
4.866000
3.902000
5.110000
3.816000
5.445000
4.651000
5.058000
4.534000
4.402000
4.482000
4.946000
3.686000
4.697000
4.569000
4.145000
4.940000
4.135000
4.205000
4.682000
4.964000
5.036000
3.863000
4.471000
4.493000
3.749000
4.794000
4.269000
4.646000
3.575000
4.468000
5.228000
3.936000
4.628000
3.813000
4.325000
5.360000
3.903000
4.299000
4.593000
3.546000
4.913000
4.173000
4.441000
4.622000
4.776000
4.530000
3.757000
3.813000
4.470000
3.952000
3.876000
3.599000
5.213000
5.095000
4.884000
4.159000
5.223000
4.609000
4.353000
4.680000
5.041000
4.489000
5.067000
5.585000
4.402000
4.114000
4.485000
4.399000
4.583000
5.112000
4.277000
4.292000
5.057000
4.146000
3.989000
4.151000
3.895000
4.212000
4.342000
4.405000
4.228000
4.785000
4.426000
3.743000
3.823000
3.855000
3.857000
4.222000
4.725000
5.341000
4.481000
3.964000
4.081000
4.832000
3.963000
4.767000
4.451000
5.092000
5.470000
5.029000
4.151000
3.973000
4.399000
3.960000
4.754000
4.733000
4.124000
5.092000
4.328000
4.738000
4.496000
4.395000
4.093000
4.274000
5.798000
3.733000
4.065000
4.245000
4.837000
4.643000
3.972000
4.784000
4.228000
3.916000
4.883000
4.481000
4.480000
3.795000
4.279000
4.150000
4.521000
4.281000
4.387000
4.202000
4.496000
4.838000
4.439000
4.689000
4.354000
3.756000
4.676000
4.590000
4.157000
4.893000
5.223000
3.823000
5.025000
4.626000
4.242000
6.346000
4.006000
4.494000
5.590000
4.997000
4.264000
5.482000
4.348000
4.830000
4.471000
5.316000
3.990000
5.146000
4.668000
4.979000
4.964000
4.326000
4.806000
4.929000
5.920000
4.699000
4.578000
5.819000
5.045000
4.010000
4.318000
4.053000
5.792000
5.336000
4.871000
4.620000
4.978000
4.465000
4.626000
4.334000
5.042000
3.902000
4.651000
5.398000
