exec_time,total
5.919000,9.424
5.694000
6.845000
5.811000
5.923000
5.543000
5.661000
5.713000
5.404000
4.075000
5.308000
6.657000
6.006000
4.780000
5.901000
5.039000
6.555000
4.691000
5.576000
5.192000
4.819000
5.334000
5.518000
4.241000
4.133000
5.849000
5.261000
5.061000
5.176000
7.546000
6.603000
6.430000
4.412000
6.598000
6.429000
6.371000
7.059000
5.700000
5.874000
6.970000
7.434000
6.178000
7.547000
6.786000
6.416000
8.268000
9.317000
6.618000
6.960000
6.639000
6.069000
8.413000
6.913000
9.436000
6.081000
7.592000
8.716000
6.870000
9.216000
5.968000
8.672000
6.214000
8.610000
6.714000
8.192000
6.083000
8.276000
7.703000
8.130000
10.522000
6.670000
9.824000
7.566000
7.538000
5.967000
8.730000
7.253000
7.458000
6.371000
6.658000
7.688000
7.905000
7.033000
8.234000
8.174000
7.735000
8.106000
8.792000
7.560000
7.150000
7.683000
6.876000
8.285000
8.530000
7.523000
6.120000
5.630000
7.033000
7.593000
6.362000
8.165000
5.986000
7.438000
7.981000
6.144000
5.738000
8.684000
9.605000
7.902000
6.123000
10.633000
6.756000
8.235000
5.684000
7.778000
6.913000
7.053000
7.806000
7.976000
6.713000
7.932000
5.405000
7.851000
6.022000
6.819000
4.610000
5.624000
6.212000
4.756000
4.901000
4.855000
4.807000
4.518000
5.075000
4.809000
4.845000
5.351000
4.487000
4.931000
4.796000
5.968000
4.896000
3.803000
4.477000
4.026000
4.925000
5.107000
5.354000
4.864000
4.551000
4.251000
4.591000
4.285000
4.452000
4.554000
4.584000
4.981000
4.892000
4.700000
4.065000
4.992000
5.936000
4.920000
4.634000
4.594000
4.697000
5.321000
5.612000
5.894000
4.879000
5.009000
4.304000
7.541000
4.308000
5.984000
5.127000
4.898000
4.975000
4.792000
6.822000
5.419000
4.656000
6.096000
6.906000
8.943000
5.993000
6.578000
6.665000
6.434000
6.584000
7.311000
6.573000
6.189000
7.303000
5.727000
6.269000
4.389000
6.108000
5.621000
7.080000
5.742000
6.365000
5.542000
5.745000
5.350000
5.237000
5.710000
5.578000
5.537000
6.461000
5.811000
5.798000
5.181000
5.746000
5.658000
7.188000
5.893000
6.201000
6.698000
7.246000
4.510000
4.580000
6.632000
6.313000
5.592000
5.294000
5.126000
5.271000
5.338000
6.519000
5.646000
4.397000
5.754000
5.580000
4.916000
4.515000
4.536000
4.799000
4.566000
4.557000
4.940000
5.689000
4.606000
4.529000
5.037000
4.862000
4.468000
5.420000
5.273000
3.988000
4.854000
5.376000
5.101000
5.461000
6.377000
5.216000
5.677000
5.975000
6.120000
6.484000
5.698000
5.712000
7.058000
5.498000
6.283000
5.072000
4.914000
4.589000
5.320000
4.651000
5.044000
5.848000
4.429000
5.065000
4.322000
4.127000
4.677000
5.333000
5.184000
4.241000
4.230000
5.358000
4.938000
4.962000
5.186000
4.434000
4.592000
4.791000
4.806000
5.134000
4.587000
4.719000
4.105000
4.500000
4.556000
4.896000
4.926000
5.422000
4.462000
4.267000
4.436000
4.571000
6.074000
4.943000
5.124000
5.847000
5.690000
6.724000
4.975000
5.581000
7.115000
6.018000
6.255000
5.258000
5.874000
5.518000
5.488000
5.126000
5.478000
6.370000
7.001000
7.731000
6.353000
6.646000
8.607000
6.963000
8.844000
8.218000
6.957000
7.119000
8.342000
7.141000
6.245000
6.509000
5.434000
5.818000
5.923000
6.512000
6.079000
5.011000
5.010000
5.967000
5.120000
6.607000
6.545000
6.753000
4.007000
5.104000
5.910000
5.542000
5.232000
5.500000
6.060000
6.497000
6.567000
5.175000
6.030000
5.883000
4.361000
5.903000
4.555000
5.772000
5.202000
5.504000
6.122000
4.624000
6.340000
4.941000
5.555000
4.819000
5.359000
4.227000
5.810000
6.077000
4.144000
5.770000
5.201000
5.979000
5.494000
4.836000
5.677000
4.764000
6.269000
5.817000
4.797000
5.034000
6.476000
6.008000
5.804000
5.692000
6.224000
5.215000
5.631000
6.427000
4.935000
5.798000
5.487000
6.095000
5.569000
5.702000
6.630000
5.850000
7.273000
6.349000
5.673000
6.534000
5.040000
5.176000
5.962000
6.705000
5.248000
6.543000
5.829000
5.861000
5.143000
5.345000
5.386000
6.312000
6.060000
6.540000
4.819000
6.263000
6.181000
4.498000
6.226000
6.647000
5.533000
7.072000
4.702000
5.997000
5.493000
4.689000
4.959000
5.781000
6.097000
6.357000
6.118000
6.137000
5.657000
5.143000
4.298000
4.910000
4.646000
5.354000
4.393000
5.818000
4.244000
5.293000
5.211000
5.583000
4.387000
5.926000
4.801000
5.692000
3.776000
4.064000
5.099000
5.448000
4.408000
4.411000
4.900000
5.183000
4.804000
5.182000
4.322000
5.656000
4.784000
5.497000
5.216000
5.214000
4.480000
4.698000
5.236000
4.575000
4.797000
5.035000
4.478000
5.384000
4.256000
4.882000
4.364000
5.138000
5.046000
5.152000
5.270000
4.297000
4.904000
4.821000
4.795000
5.197000
6.155000
4.497000
5.128000
6.791000
7.315000
6.454000
5.859000
6.345000
5.344000
5.488000
5.946000
6.480000
8.297000
5.562000
5.735000
5.336000
5.044000
5.955000
4.203000
4.798000
5.652000
4.570000
5.119000
5.431000
5.127000
4.910000
5.299000
4.917000
6.199000
5.623000
5.192000
5.263000
5.235000
4.454000
5.024000
4.314000
4.579000
5.205000
4.785000
4.843000
5.295000
4.650000
4.559000
5.209000
6.229000
5.490000
6.518000
7.105000
5.991000
5.033000
6.661000
5.534000
5.529000
4.618000
5.889000
5.795000
5.653000
8.872000
7.452000
5.660000
5.751000
4.953000
5.033000
5.908000
5.212000
6.209000
5.315000
4.957000
5.736000
6.819000
6.279000
5.624000
4.958000
4.235000
5.141000
5.283000
5.734000
5.513000
3.772000
5.024000
4.512000
4.628000
4.757000
5.000000
4.391000
4.677000
5.674000
4.583000
4.796000
5.865000
6.399000
4.906000
3.840000
5.289000
3.986000
6.003000
5.093000
3.569000
5.497000
4.566000
4.892000
3.367000
3.972000
4.219000
4.856000
5.006000
5.634000
4.904000
4.158000
5.450000
5.022000
5.613000
4.124000
6.011000
4.137000
3.907000
4.582000
4.563000
4.838000
4.707000
5.934000
3.715000
4.125000
4.698000
4.579000
4.359000
5.106000
4.358000
4.188000
4.481000
3.486000
4.386000
5.272000
4.120000
4.266000
4.246000
4.399000
4.033000
4.737000
5.355000
3.953000
4.298000
4.581000
5.031000
3.980000
4.386000
4.419000
4.079000
5.761000
4.967000
4.750000
5.117000
4.618000
4.508000
5.118000
5.008000
3.974000
4.448000
4.327000
4.452000
4.935000
5.142000
4.952000
4.509000
4.153000
4.873000
3.591000
4.999000
4.048000
3.727000
3.920000
5.389000
4.406000
3.976000
3.103000
4.313000
4.740000
5.438000
5.979000
5.730000
5.020000
4.664000
4.942000
5.122000
5.919000
4.954000
4.699000
5.463000
4.566000
4.487000
4.208000
5.590000
5.429000
4.599000
4.809000
4.131000
5.143000
4.652000
4.578000
3.993000
4.787000
4.853000
4.502000
4.327000
5.571000
4.570000
4.152000
3.893000
3.871000
4.510000
4.072000
4.748000
4.407000
4.286000
4.475000
